Time	Iteration	AverageReturn	MpcReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsSoFar
3434.097184419632	28	721.7430039159902	1547.6860046953577	0.0	721.7430039159902	721.7430039159902	1000.0	0.0	28000
3554.492809534073	29	-536.0487676973912	1380.9201176049098	0.0	-536.0487676973912	-536.0487676973912	1000.0	0.0	29000
3675.662947177887	30	-500.5300726225688	1498.5610614120255	0.0	-500.5300726225688	-500.5300726225688	1000.0	0.0	30000
3797.4638159275055	31	466.96376331957566	1361.3822953395256	0.0	466.96376331957566	466.96376331957566	1000.0	0.0	31000
3916.439040184021	32	96.58840462341871	1325.9551679334188	0.0	96.58840462341871	96.58840462341871	1000.0	0.0	32000
4037.5707972049713	33	1450.527860301059	1302.534162769428	0.0	1450.527860301059	1450.527860301059	1000.0	0.0	33000
4156.529621362686	34	1177.4655920628954	1205.0746637274817	0.0	1177.4655920628954	1177.4655920628954	1000.0	0.0	34000
4278.950368881226	35	1314.8281647549238	1521.3162464424724	0.0	1314.8281647549238	1314.8281647549238	1000.0	0.0	35000
4402.691607236862	36	1391.5051915383294	1436.9056612688994	0.0	1391.5051915383294	1391.5051915383294	1000.0	0.0	36000
4525.652176856995	37	1335.0231104809661	1488.0880370875752	0.0	1335.0231104809661	1335.0231104809661	1000.0	0.0	37000
4648.921987533569	38	1607.6781572611123	1403.5233594670046	0.0	1607.6781572611123	1607.6781572611123	1000.0	0.0	38000
4769.518962860107	39	1659.651587257235	1769.0489191442346	0.0	1659.651587257235	1659.651587257235	1000.0	0.0	39000
4892.486089468002	40	1391.4587552301389	1586.5129494714606	0.0	1391.4587552301389	1391.4587552301389	1000.0	0.0	40000
5013.388741731644	41	963.736057917691	1762.7932217076398	0.0	963.736057917691	963.736057917691	1000.0	0.0	41000
5132.747257709503	42	164.2056815142436	1824.9240755853941	0.0	164.2056815142436	164.2056815142436	1000.0	0.0	42000
5256.2727971076965	43	1969.3941918134797	1704.8391546391383	0.0	1969.3941918134797	1969.3941918134797	1000.0	0.0	43000
5377.729974746704	44	1909.8507027408004	1650.2897489798067	0.0	1909.8507027408004	1909.8507027408004	1000.0	0.0	44000
5498.254004001617	45	1764.5645527451547	1663.553960772078	0.0	1764.5645527451547	1764.5645527451547	1000.0	0.0	45000
5616.9336857795715	46	1545.7838787695155	1865.8297551041135	0.0	1545.7838787695155	1545.7838787695155	1000.0	0.0	46000
5739.608458042145	47	1691.7446022441295	1711.913401764283	0.0	1691.7446022441295	1691.7446022441295	1000.0	0.0	47000
5862.740365982056	48	2135.8557060565504	1651.303869313164	0.0	2135.8557060565504	2135.8557060565504	1000.0	0.0	48000
5984.0952434539795	49	1666.8145043265545	1843.4509625418698	0.0	1666.8145043265545	1666.8145043265545	1000.0	0.0	49000
6106.120418310165	50	2019.5040227834663	2107.5528169987238	0.0	2019.5040227834663	2019.5040227834663	1000.0	0.0	50000
6228.897782325745	51	-765.9089373555821	1431.5982297066798	0.0	-765.9089373555821	-765.9089373555821	1000.0	0.0	51000
6354.0512816905975	52	1749.7043783593408	1572.0327808819547	0.0	1749.7043783593408	1749.7043783593408	1000.0	0.0	52000
6476.839497804642	53	1646.6022705303965	1803.850581685733	0.0	1646.6022705303965	1646.6022705303965	1000.0	0.0	53000
6598.717862129211	54	1563.4956439426228	1710.0055064771827	0.0	1563.4956439426228	1563.4956439426228	1000.0	0.0	54000
6722.969366073608	55	1580.6796422418056	1903.1552867229636	0.0	1580.6796422418056	1580.6796422418056	1000.0	0.0	55000
6844.1294775009155	56	1870.3529799629023	1644.924346155927	0.0	1870.3529799629023	1870.3529799629023	1000.0	0.0	56000
6964.9536764621735	57	2075.4071473087197	1644.6807332043682	0.0	2075.4071473087197	2075.4071473087197	1000.0	0.0	57000
7084.337798833847	58	1935.135919414154	1405.110376631918	0.0	1935.135919414154	1935.135919414154	1000.0	0.0	58000
7206.878001689911	59	2150.1258727706254	1752.7937064817936	0.0	2150.1258727706254	2150.1258727706254	1000.0	0.0	59000
7329.823297739029	60	2018.2707549715026	1802.6722170980386	0.0	2018.2707549715026	2018.2707549715026	1000.0	0.0	60000
7452.19332575798	61	-294.90489771026404	1521.290777653153	0.0	-294.90489771026404	-294.90489771026404	1000.0	0.0	61000
7572.3007707595825	62	2141.394579579614	1786.3431847545023	0.0	2141.394579579614	2141.394579579614	1000.0	0.0	62000
7691.672630548477	63	177.81348594290043	2088.7534997089238	0.0	177.81348594290043	177.81348594290043	1000.0	0.0	63000
7816.664716959	64	1943.813508963437	1908.5496674881174	0.0	1943.813508963437	1943.813508963437	1000.0	0.0	64000
7939.617800474167	65	1826.3330562735134	2124.8319170612353	0.0	1826.3330562735134	1826.3330562735134	1000.0	0.0	65000
8061.173360109329	66	1933.5205400190998	2211.826584660352	0.0	1933.5205400190998	1933.5205400190998	1000.0	0.0	66000
8181.41889667511	67	2127.4328582663966	1782.7324201195956	0.0	2127.4328582663966	2127.4328582663966	1000.0	0.0	67000
8302.896351337433	68	1741.98752303708	1815.2259187332381	0.0	1741.98752303708	1741.98752303708	1000.0	0.0	68000
8425.29716515541	69	1507.980979309232	1984.3203700733366	0.0	1507.980979309232	1507.980979309232	1000.0	0.0	69000
8547.418650388718	70	2385.6605848457707	1959.167190432106	0.0	2385.6605848457707	2385.6605848457707	1000.0	0.0	70000
8669.82882475853	71	1813.5963052228658	2360.055672941257	0.0	1813.5963052228658	1813.5963052228658	1000.0	0.0	71000
8791.120238304138	72	1982.3168211019927	1675.9404181461161	0.0	1982.3168211019927	1982.3168211019927	1000.0	0.0	72000
8913.370340108871	73	2212.6143747869655	2046.9913524069816	0.0	2212.6143747869655	2212.6143747869655	1000.0	0.0	73000
9035.023694038391	74	2405.63147600622	356.74543630084594	0.0	2405.63147600622	2405.63147600622	1000.0	0.0	74000
9158.357722997665	75	2527.31351233282	2483.102725095958	0.0	2527.31351233282	2527.31351233282	1000.0	0.0	75000
9280.676855564117	76	1866.036875752388	2218.5344789215533	0.0	1866.036875752388	1866.036875752388	1000.0	0.0	76000
9407.564427375793	77	1859.8890678964972	2072.479470580554	0.0	1859.8890678964972	1859.8890678964972	1000.0	0.0	77000
9530.773713350296	78	1870.8055797275167	2254.8034777981193	0.0	1870.8055797275167	1870.8055797275167	1000.0	0.0	78000
9649.648113489151	79	2194.344294962806	1978.0895495705442	0.0	2194.344294962806	2194.344294962806	1000.0	0.0	79000
9769.797153711319	80	2281.136347034732	2316.8910438703033	0.0	2281.136347034732	2281.136347034732	1000.0	0.0	80000
9891.30361533165	81	2266.565334956319	2155.703162953112	0.0	2266.565334956319	2266.565334956319	1000.0	0.0	81000
10015.369201660156	82	2284.4508437775953	2034.1122267497008	0.0	2284.4508437775953	2284.4508437775953	1000.0	0.0	82000
10138.81335401535	83	2412.9408666540685	2322.8779083692343	0.0	2412.9408666540685	2412.9408666540685	1000.0	0.0	83000
10259.925943374634	84	2057.222631876458	2174.2094025607225	0.0	2057.222631876458	2057.222631876458	1000.0	0.0	84000
10380.730016469955	85	2097.9924055681763	2259.6417519534857	0.0	2097.9924055681763	2097.9924055681763	1000.0	0.0	85000
10503.407704353333	86	2083.759391706525	2558.85692353854	0.0	2083.759391706525	2083.759391706525	1000.0	0.0	86000
10623.475973367691	87	2052.330337111564	2282.001500605695	0.0	2052.330337111564	2052.330337111564	1000.0	0.0	87000
10744.880278587341	88	2391.773979251686	2574.106915738104	0.0	2391.773979251686	2391.773979251686	1000.0	0.0	88000
10867.408161640167	89	2651.6308628020843	2777.5947828756184	0.0	2651.6308628020843	2651.6308628020843	1000.0	0.0	89000
10989.782183170319	90	2378.6246297063	2846.328969164125	0.0	2378.6246297063	2378.6246297063	1000.0	0.0	90000
11112.662701129913	91	2599.5771356864198	2904.189721826782	0.0	2599.5771356864198	2599.5771356864198	1000.0	0.0	91000
11238.045417070389	92	2227.052737994488	2946.666082651463	0.0	2227.052737994488	2227.052737994488	1000.0	0.0	92000
11358.493374586105	93	2357.3012425349125	2810.863729453878	0.0	2357.3012425349125	2357.3012425349125	1000.0	0.0	93000
11480.08686542511	94	2395.110900304512	2908.5970248173307	0.0	2395.110900304512	2395.110900304512	1000.0	0.0	94000
11601.635285139084	95	2565.4618798723095	3260.19625583594	0.0	2565.4618798723095	2565.4618798723095	1000.0	0.0	95000
11722.194454193115	96	2575.7189011387977	3226.526411166938	0.0	2575.7189011387977	2575.7189011387977	1000.0	0.0	96000
11841.303946256638	97	2826.4269908415727	3435.9493646893097	0.0	2826.4269908415727	2826.4269908415727	1000.0	0.0	97000
11963.210374832153	98	2106.9839704827714	3084.55351190098	0.0	2106.9839704827714	2106.9839704827714	1000.0	0.0	98000
12082.122026443481	99	2465.987302588731	2728.6399580242132	0.0	2465.987302588731	2465.987302588731	1000.0	0.0	99000
12204.313529491425	100	2679.028009693127	3121.6396028036947	0.0	2679.028009693127	2679.028009693127	1000.0	0.0	100000
